"tag=""%""@2024-04-29T14:29:50.722";D_337C39B9-1032-4759-967C-99E34A5A3A69;Der Fremde;18604;Da er sehr lebhaft und geistreich war, verstand er die Kunst, auch das Uninteressanteste anziehend zu machen.;die er bestanden hatte. ***Da er sehr lebhaft und geistreich war, verstand er die Kunst, auch das Uninteressanteste anziehend zu machen.*** Aber Amalie suchte sehr bald;4145;4254;C_1B823D98-AEB9-4FD4-9664-6BE46E2787B6;Suspense Annotationen;/0;;#5CFF09;CATMA_576A6EB8-1D6D-47B5-B475-AF7E4134CA11
"tag=""%""@2024-04-29T14:29:50.722";D_6DCEB8BB-36FA-40FC-9E08-D043D32ED8A4;Das Bettelweib von Locarno;6198;"Aber wie erschüttert war er, als er in der Tat, mit dem Schlage der Geisterstunde, das unbegreifliche Geräusch wahrnahm;";"schlafen, die Mitternacht. ***Aber wie erschüttert war er, als er in der Tat, mit dem Schlage der Geisterstunde, das unbegreifliche Geräusch wahrnahm;*** es war, als ob";2830;2950;C_C5093B16-BC64-406E-9166-8A4ABE859A1F;Suspense Annotationen;/1;;#FF1763;CATMA_13A71147-610B-4173-9FB0-4AEAE18EBBEC
"tag=""%""@2024-04-29T14:29:50.722";D_76B3CD87-A42B-40BF-B8D7-EFBFA227DB6F;Der Untergang des Hauses Usher;44532;Seine Anschauung bestand in der Hauptsache darin, daß er den Pflanzen ein Empfindungsvermögen, eine Beseeltheit zuschrieb.;der Usher sie vertrat. ***Seine Anschauung bestand in der Hauptsache darin, daß er den Pflanzen ein Empfindungsvermögen, eine Beseeltheit zuschrieb.*** Doch hatte in seinem verwirrten;23729;23851;C_F5109C9B-015A-4A76-830E-4B0C5C17EFEB;Suspense Annotationen;/0;;#5CFF09;CATMA_C4337B32-B1BB-4B0A-A640-4D7D2870E887
"tag=""%""@2024-04-29T14:29:50.722";D_337C39B9-1032-4759-967C-99E34A5A3A69;Der Fremde;18604;"Seine Familie war eine von den angesehensten in der Provinzialstadt, in welcher Amalie wohnte;";"Jugend bekannt gewesen war. ***Seine Familie war eine von den angesehensten in der Provinzialstadt, in welcher Amalie wohnte;*** man besuchte sich gegenseitig,";3745;3839;C_1B823D98-AEB9-4FD4-9664-6BE46E2787B6;Suspense Annotationen;/0;;#5CFF09;CATMA_AEEF2E63-CEE9-44B6-ADA9-00CF7B2656F9
"tag=""%""@2024-04-29T14:29:50.722";D_337C39B9-1032-4759-967C-99E34A5A3A69;Der Fremde;18604;ich sehe schon die zerstreuten Lichter, die mir durch den Nebel entgegen blicken!;, sehn Sie dort – ***ich sehe schon die zerstreuten Lichter, die mir durch den Nebel entgegen blicken!*** Ich werde sie wiedersehn!;12741;12822;C_1B823D98-AEB9-4FD4-9664-6BE46E2787B6;Suspense Annotationen;/0;;#5CFF09;CATMA_9C059066-293B-4CDE-8232-01280CA39216
"tag=""%""@2024-04-29T14:29:50.722";D_337C39B9-1032-4759-967C-99E34A5A3A69;Der Fremde;18604;Ach Freund, ich eile einem Mädchen in die Arme, das ich so innig, so einzig liebe, und dessen Gegenliebe mich zum glücklichsten Menschen macht.;"sehr vergnügt.
Löwenstein. ***Ach Freund, ich eile einem Mädchen in die Arme, das ich so innig, so einzig liebe, und dessen Gegenliebe mich zum glücklichsten Menschen macht.***
Der Fremde. Bemerken Sie";12899;13042;C_1B823D98-AEB9-4FD4-9664-6BE46E2787B6;Suspense Annotationen;/0;;#5CFF09;CATMA_6CB50573-AF8F-45C3-875B-AA1D88468CFC
"tag=""%""@2024-04-29T14:29:50.722";D_76B3CD87-A42B-40BF-B8D7-EFBFA227DB6F;Der Untergang des Hauses Usher;44532;Ich erkannte sogleich Ushers Schritt.;Treppe meine Aufmerksamkeit erregte. ***Ich erkannte sogleich Ushers Schritt.*** Einen Augenblick später klopfte er;32806;32843;C_F5109C9B-015A-4A76-830E-4B0C5C17EFEB;Suspense Annotationen;/1;;#FF1763;CATMA_6D12B376-A54F-4A98-B548-09036D656610
"tag=""%""@2024-04-29T14:29:50.722";D_337C39B9-1032-4759-967C-99E34A5A3A69;Der Fremde;18604;"mit einem kalten Entsetzen ging er durch die Straßen, wie er es als Knabe empfunden hatte, wenn er die Geschichte jener Stadt las, deren Einwohner in Steine verwandelt wurden.
";"wie große steinerne Särge; ***mit einem kalten Entsetzen ging er durch die Straßen, wie er es als Knabe empfunden hatte, wenn er die Geschichte jener Stadt las, deren Einwohner in Steine verwandelt wurden.
***Amalie und ihre Eltern kannten";16560;16737;C_1B823D98-AEB9-4FD4-9664-6BE46E2787B6;Suspense Annotationen;/1;;#FF1763;CATMA_ADE94737-843E-487B-912F-D7BCEE54A720
"tag=""%""@2024-04-29T14:29:50.722";D_76B3CD87-A42B-40BF-B8D7-EFBFA227DB6F;Der Untergang des Hauses Usher;44532;Die Verse, die betitelt waren ›Der verzauberte Palast‹, lauteten ungefähr – wenn nicht wörtlich – so:;"ins Wanken geraten sei. ***Die Verse, die betitelt waren ›Der verzauberte Palast‹, lauteten ungefähr – wenn nicht wörtlich – so:***
In der Täler grünstem Tale";21974;22075;C_F5109C9B-015A-4A76-830E-4B0C5C17EFEB;Suspense Annotationen;/0;;#5CFF09;CATMA_B55E4EA1-5326-4339-A6A9-0AF26997EEF6
"tag=""%""@2024-04-29T14:29:50.722";D_337C39B9-1032-4759-967C-99E34A5A3A69;Der Fremde;18604;ein lebhaftes Gespräch machte, daß er die Länge des Weges und die Dunkelheit gar nicht bemerkte.;"ihm der Fremde mittheilte; ***ein lebhaftes Gespräch machte, daß er die Länge des Weges und die Dunkelheit gar nicht bemerkte.***
Ich bin diesen Weg noch";11482;11578;C_1B823D98-AEB9-4FD4-9664-6BE46E2787B6;Suspense Annotationen;/0;;#5CFF09;CATMA_E8848314-98AD-43A0-82B9-AD470E20DA0A
"tag=""%""@2024-04-29T14:29:50.722";D_76B3CD87-A42B-40BF-B8D7-EFBFA227DB6F;Der Untergang des Hauses Usher;44532;Ich sage: selbst ihre ungewöhnliche Dichtigkeit verhinderte uns nicht, dies wahrzunehmen – dennoch erblickten wir keinen Schimmer vom Mond oder von den Sternen – ebensowenig aber einen Blitzstrahl.;"– ohne aber weiterzuziehen.
***Ich sage: selbst ihre ungewöhnliche Dichtigkeit verhinderte uns nicht, dies wahrzunehmen – dennoch erblickten wir keinen Schimmer vom Mond oder von den Sternen – ebensowenig aber einen Blitzstrahl.*** Doch die unteren Flächen der";34188;34385;C_F5109C9B-015A-4A76-830E-4B0C5C17EFEB;Suspense Annotationen;/1;;#FF1763;CATMA_D7FAD6DC-6AA6-43FF-B1AD-71A9B56DB6D3
"tag=""%""@2024-04-29T14:29:50.722";D_76B3CD87-A42B-40BF-B8D7-EFBFA227DB6F;Der Untergang des Hauses Usher;44532;Ein winzig kleiner Pilz hatte alle Mauern wie mit einem Netzwerk überzogen, dessen feinmaschiges Geflecht von den Dachtraufen herabhing.;seine ursprüngliche Farbe genommen. ***Ein winzig kleiner Pilz hatte alle Mauern wie mit einem Netzwerk überzogen, dessen feinmaschiges Geflecht von den Dachtraufen herabhing.*** Doch von irgendwelchem außergewöhnlichen Verfall;7196;7332;C_F5109C9B-015A-4A76-830E-4B0C5C17EFEB;Suspense Annotationen;/0;;#5CFF09;CATMA_A31B4748-4653-4DB9-8388-78DEF76E7A6C
"tag=""%""@2024-04-29T14:29:50.722";D_76B3CD87-A42B-40BF-B8D7-EFBFA227DB6F;Der Untergang des Hauses Usher;44532;Ein Blick jedoch auf sein Gesicht überzeugte mich von seiner völligen Aufrichtigkeit.;Liebenswürdigkeit des blasierten Weltmannes. ***Ein Blick jedoch auf sein Gesicht überzeugte mich von seiner völligen Aufrichtigkeit.*** Wir setzten uns, und;10546;10631;C_F5109C9B-015A-4A76-830E-4B0C5C17EFEB;Suspense Annotationen;/0;;#5CFF09;CATMA_90A7A81A-05F4-4A52-85A2-7B9D79763F1F
"tag=""%""@2024-04-29T14:29:50.722";D_337C39B9-1032-4759-967C-99E34A5A3A69;Der Fremde;18604;"Dieser überließ sich nun gänzlich seiner Schwermuth;";"zu seinem Sohne zurück.
***Dieser überließ sich nun gänzlich seiner Schwermuth;*** die heftige Liebe ist zu";5476;5528;C_1B823D98-AEB9-4FD4-9664-6BE46E2787B6;Suspense Annotationen;/1;;#FF1763;CATMA_98D40DF9-8BF5-46B7-A3FD-B74123AC1E62
"tag=""%""@2024-04-29T14:29:50.722";D_76B3CD87-A42B-40BF-B8D7-EFBFA227DB6F;Der Untergang des Hauses Usher;44532;Und ich vergegenwärtigte mir, daß in dieser Familie neben dem ungeteilten Besitztum auch die besonderen Charaktereigentümlichkeiten sich ungeteilt von Glied zu Glied vererbten, und sann darüber nach, inwieweit im Laufe der Jahrhunderte die eine dieser Tatsachen die andere beeinflußt haben könne.;direkter Linie herzustellen war. ***Und ich vergegenwärtigte mir, daß in dieser Familie neben dem ungeteilten Besitztum auch die besonderen Charaktereigentümlichkeiten sich ungeteilt von Glied zu Glied vererbten, und sann darüber nach, inwieweit im Laufe der Jahrhunderte die eine dieser Tatsachen die andere beeinflußt haben könne.*** Wahrscheinlich, so sagte ich;4818;5114;C_F5109C9B-015A-4A76-830E-4B0C5C17EFEB;Suspense Annotationen;/0;;#5CFF09;CATMA_EF81DA2B-2112-4B1F-AEDB-222961D1D7D1
"tag=""%""@2024-04-29T14:29:50.722";D_337C39B9-1032-4759-967C-99E34A5A3A69;Der Fremde;18604;Es schneidet dann eine Ahnung durch unser Gemüth, wie wenn all' unser Wissen, all' unser Glück nur ein leeres taubes Chaos wäre, und dies macht uns betrübt und wirft unsern stolzen Geist darnieder.;"dahin unbegreifliche Welt versetzt. ***Es schneidet dann eine Ahnung durch unser Gemüth, wie wenn all' unser Wissen, all' unser Glück nur ein leeres taubes Chaos wäre, und dies macht uns betrübt und wirft unsern stolzen Geist darnieder.***
Löwenstein. Wir vernehmen dann";12250;12447;C_1B823D98-AEB9-4FD4-9664-6BE46E2787B6;Suspense Annotationen;/0;;#5CFF09;CATMA_DA461EA6-2026-42D6-9B1B-96CD3EC35A0B
"tag=""%""@2024-04-29T14:29:50.722";D_337C39B9-1032-4759-967C-99E34A5A3A69;Der Fremde;18604;Die Phantasie spielt uns oft seltsame Streiche.;"an mir bemerkt. – ***Die Phantasie spielt uns oft seltsame Streiche.***
Der Fremde. Die Finsterniß";11985;12032;C_1B823D98-AEB9-4FD4-9664-6BE46E2787B6;Suspense Annotationen;/0;;#5CFF09;CATMA_8A025EC4-3DB5-4586-AD0F-90A8A42226C1
"tag=""%""@2024-04-29T14:29:50.722";D_76B3CD87-A42B-40BF-B8D7-EFBFA227DB6F;Der Untergang des Hauses Usher;44532;Nur mit Mühe gelang es mir, die Identität dieser gespenstischen Gestalt da vor mir mit dem Gefährten meiner Kindheit festzustellen.;verändert wie Roderick Usher! ***Nur mit Mühe gelang es mir, die Identität dieser gespenstischen Gestalt da vor mir mit dem Gefährten meiner Kindheit festzustellen.*** Doch seine Gesichtsbildung war immer;10859;10990;C_F5109C9B-015A-4A76-830E-4B0C5C17EFEB;Suspense Annotationen;/1;;#FF1763;CATMA_6469B529-1EE3-4537-9A32-1FC830952245
"tag=""%""@2024-04-29T14:29:50.722";D_76B3CD87-A42B-40BF-B8D7-EFBFA227DB6F;Der Untergang des Hauses Usher;44532;Das Aufbrechen der Tür des Klausners, und der Todesschrei des Drachen, und das Dröhnen des Schildes!;ha! ha! – ***Das Aufbrechen der Tür des Klausners, und der Todesschrei des Drachen, und das Dröhnen des Schildes!*** – Sage lieber: das;41934;42034;C_F5109C9B-015A-4A76-830E-4B0C5C17EFEB;Suspense Annotationen;/1;;#FF1763;CATMA_E066388F-36B8-4EAA-A0DF-A6C0C98C380E
"tag=""%""@2024-04-29T14:29:50.722";D_76B3CD87-A42B-40BF-B8D7-EFBFA227DB6F;Der Untergang des Hauses Usher;44532;Ich sage dir, daß sie jetzt draußen vor der Türe steht!;"hinausbrüllen –
»Wahnsinniger! ***Ich sage dir, daß sie jetzt draußen vor der Türe steht!***«
Als läge in der";42600;42655;C_F5109C9B-015A-4A76-830E-4B0C5C17EFEB;Suspense Annotationen;/1;;#FF1763;CATMA_51846DEF-A51C-4A77-962B-33B201FAEB10
"tag=""%""@2024-04-29T14:29:50.722";D_337C39B9-1032-4759-967C-99E34A5A3A69;Der Fremde;18604;Ich bin diesen Weg noch nicht oft gegangen, begann der Unbekannte, darum geh' ich in der Finsterniß gern in Gesellschaft, um mich in den kreuzenden Fußsteigen nicht zu verirren, oder, wenn ich falsch gehe, wenigstens nicht allein zu sein, denn ich muß Ihnen meine Schwachheit gestehen, ich fürchte mich leicht in der Nacht.;"Dunkelheit gar nicht bemerkte.
***Ich bin diesen Weg noch nicht oft gegangen, begann der Unbekannte, darum geh' ich in der Finsterniß gern in Gesellschaft, um mich in den kreuzenden Fußsteigen nicht zu verirren, oder, wenn ich falsch gehe, wenigstens nicht allein zu sein, denn ich muß Ihnen meine Schwachheit gestehen, ich fürchte mich leicht in der Nacht.***
Löwenstein. Ich habe diese";11580;11903;C_1B823D98-AEB9-4FD4-9664-6BE46E2787B6;Suspense Annotationen;/0;;#5CFF09;CATMA_95BEEA86-F240-490D-8523-F46D0A7632A1
"tag=""%""@2024-04-29T14:29:50.722";D_337C39B9-1032-4759-967C-99E34A5A3A69;Der Fremde;18604;Ein blauer Mantel wogte und wühlte sich aus den übereinanderliegenden Schatten hervor, ein Mensch näherte sich ihm langsam, als wie in tiefen Gedanken versunken.;wartete auf das Näherkommen. ***Ein blauer Mantel wogte und wühlte sich aus den übereinanderliegenden Schatten hervor, ein Mensch näherte sich ihm langsam, als wie in tiefen Gedanken versunken.*** Mit einem kleinen Schauder grüßte;10622;10783;C_1B823D98-AEB9-4FD4-9664-6BE46E2787B6;Suspense Annotationen;/1;;#FF1763;CATMA_E5423DB9-9C9E-48C8-A22C-15D3914372AA
"tag=""%""@2024-04-29T14:29:50.722";D_76B3CD87-A42B-40BF-B8D7-EFBFA227DB6F;Der Untergang des Hauses Usher;44532;Sein Gesicht war wie immer leichenhaft blaß – aber schrecklicher war der Ausdruck seiner Augen:;in der Hand ein. ***Sein Gesicht war wie immer leichenhaft blaß – aber schrecklicher war der Ausdruck seiner Augen:*** wie eine irrsinnige Heiterkeit flammte;32940;33035;C_F5109C9B-015A-4A76-830E-4B0C5C17EFEB;Suspense Annotationen;/1;;#FF1763;CATMA_EE407CE8-F817-4239-8D28-082C861F1B2A
"tag=""%""@2024-04-29T14:29:50.722";D_76B3CD87-A42B-40BF-B8D7-EFBFA227DB6F;Der Untergang des Hauses Usher;44532;"mein Geist wankte, als ich jetzt die gewaltigen Mauern auseinanderbersten sah;";"breit aufgerissenen Spalt sichtbar; ***mein Geist wankte, als ich jetzt die gewaltigen Mauern auseinanderbersten sah;*** es folgte ein langes tosendes";44251;44329;C_F5109C9B-015A-4A76-830E-4B0C5C17EFEB;Suspense Annotationen;/1;;#FF1763;CATMA_9342A02B-684C-4E71-BD5A-E08E605670BB
"tag=""%""@2024-04-29T14:29:50.722";D_76B3CD87-A42B-40BF-B8D7-EFBFA227DB6F;Der Untergang des Hauses Usher;44532;Es war das Werk des rasenden Sturmes – aber siehe – draußen vor der Türe stand leibhaftig die hohe, ins Leichentuch gehüllte Gestalt der Lady Magdalen Usher.;gewaltigen ebenholzenen Kinnladen auf. ***Es war das Werk des rasenden Sturmes – aber siehe – draußen vor der Türe stand leibhaftig die hohe, ins Leichentuch gehüllte Gestalt der Lady Magdalen Usher.*** Es war Blut auf ihrer;42860;43017;C_F5109C9B-015A-4A76-830E-4B0C5C17EFEB;Suspense Annotationen;/1;;#FF1763;CATMA_F231EA96-908E-4957-85AB-6584C2A3F69B
"tag=""%""@2024-04-29T14:29:50.722";D_337C39B9-1032-4759-967C-99E34A5A3A69;Der Fremde;18604;Er war als Knabe manchmal auf diesen Fußsteigen gegangen, war nachher lange nicht in diese Gegend gekommen, und bemühte sich nun die dunkeln und verworrenen Erinnerungen festzuhalten, die ihm zuweilen wie schwarze Wolken vorüberfuhren.;wunderbaren Spiele seiner Phantasie. ***Er war als Knabe manchmal auf diesen Fußsteigen gegangen, war nachher lange nicht in diese Gegend gekommen, und bemühte sich nun die dunkeln und verworrenen Erinnerungen festzuhalten, die ihm zuweilen wie schwarze Wolken vorüberfuhren.*** Ein Abendwind ging durch die;8923;9158;C_1B823D98-AEB9-4FD4-9664-6BE46E2787B6;Suspense Annotationen;/1;;#FF1763;CATMA_A5789407-071C-4538-8904-0ED5D1270A8F
"tag=""%""@2024-04-29T14:29:50.722";D_76B3CD87-A42B-40BF-B8D7-EFBFA227DB6F;Der Untergang des Hauses Usher;44532;Denn ich kannte schon lange das paradoxe Gesetz aller Empfindungen, deren Ursprung das Entsetzen, das Grauen ist.;Furcht selbst zu steigern. ***Denn ich kannte schon lange das paradoxe Gesetz aller Empfindungen, deren Ursprung das Entsetzen, das Grauen ist.*** Und einzig dies mag die;6038;6151;C_F5109C9B-015A-4A76-830E-4B0C5C17EFEB;Suspense Annotationen;/0;;#5CFF09;CATMA_673A4135-64E1-42AF-B1A7-E9A25B3FB5FC
"tag=""%""@2024-04-29T14:29:50.722";D_337C39B9-1032-4759-967C-99E34A5A3A69;Der Fremde;18604;wenn der Leser alles besser weiß, so sollte er, meines Bedünkens nach, gar nicht mehr lesen.;", ist äußerst unartig; ***wenn der Leser alles besser weiß, so sollte er, meines Bedünkens nach, gar nicht mehr lesen.*** Ich flehe daher die Gutherzigkeit";400;492;C_1B823D98-AEB9-4FD4-9664-6BE46E2787B6;Suspense Annotationen;/0;;#5CFF09;CATMA_2E66A84E-2F21-4BDE-88D6-197E9F69E772
"tag=""%""@2024-04-29T14:29:50.722";D_76B3CD87-A42B-40BF-B8D7-EFBFA227DB6F;Der Untergang des Hauses Usher;44532;"Ich sage
unerträglich,
denn dies Gefühl wurde durch keine der poetischen und darum erleichternden Empfindungen gelindert, mit denen die Seele gewöhnlich selbst die finstersten Bilder des Trostlosen oder Schaurigen aufnimmt.";"unerträglich trüben Gefühl befallen. ***Ich sage
unerträglich,
denn dies Gefühl wurde durch keine der poetischen und darum erleichternden Empfindungen gelindert, mit denen die Seele gewöhnlich selbst die finstersten Bilder des Trostlosen oder Schaurigen aufnimmt.*** Ich betrachtete das Bild vor";507;730;C_F5109C9B-015A-4A76-830E-4B0C5C17EFEB;Suspense Annotationen;/0;;#5CFF09;CATMA_08420E70-6F10-44DB-8C97-A0CD38D7AA95
"tag=""%""@2024-04-29T14:29:50.722";D_76B3CD87-A42B-40BF-B8D7-EFBFA227DB6F;Der Untergang des Hauses Usher;44532;Ich fühlte, wie sich ganz allmählich, doch unablässig seine seltsamen Wahnvorstellungen, die er mir niemals mitteilte, in mich hineinfraßen.;"erschreckte, mich ansteckte. ***Ich fühlte, wie sich ganz allmählich, doch unablässig seine seltsamen Wahnvorstellungen, die er mir niemals mitteilte, in mich hineinfraßen.***
Es war besonders in der";30961;31101;C_F5109C9B-015A-4A76-830E-4B0C5C17EFEB;Suspense Annotationen;/1;;#FF1763;CATMA_8E263259-D0A0-4915-8C19-66921811FFDF
"tag=""%""@2024-04-29T14:29:50.722";D_76B3CD87-A42B-40BF-B8D7-EFBFA227DB6F;Der Untergang des Hauses Usher;44532;Mich tief zu ihm hinabbeugend, trank ich schließlich den scheußlichen Sinn seiner Worte ein:;"nichts von meiner Anwesenheit. ***Mich tief zu ihm hinabbeugend, trank ich schließlich den scheußlichen Sinn seiner Worte ein:***
»Es nicht hören?";41260;41352;C_F5109C9B-015A-4A76-830E-4B0C5C17EFEB;Suspense Annotationen;/1;;#FF1763;CATMA_C641FBC2-3848-4250-9F35-D38E0B53D72E
"tag=""%""@2024-04-29T14:29:50.722";D_76B3CD87-A42B-40BF-B8D7-EFBFA227DB6F;Der Untergang des Hauses Usher;44532;"Es war mir ein Rätsel;";"mich so erschreckend überwältigte? ***Es war mir ein Rätsel;*** aber ich konnte mich der";1603;1625;C_F5109C9B-015A-4A76-830E-4B0C5C17EFEB;Suspense Annotationen;/1;;#FF1763;CATMA_0DED6EEE-2834-4671-9C30-CD0FE5764CE4
"tag=""%""@2024-04-29T14:29:50.722";D_76B3CD87-A42B-40BF-B8D7-EFBFA227DB6F;Der Untergang des Hauses Usher;44532;Sein Eigentümer, Roderick Usher, war einer meiner liebsten Jugendfreunde gewesen, doch seit unserer letzten Begegnung waren viele Jahre dahingegangen.;mehreren Wochen zu nehmen. ***Sein Eigentümer, Roderick Usher, war einer meiner liebsten Jugendfreunde gewesen, doch seit unserer letzten Begegnung waren viele Jahre dahingegangen.*** Da hatte mich jüngst bei;2747;2897;C_F5109C9B-015A-4A76-830E-4B0C5C17EFEB;Suspense Annotationen;/0;;#5CFF09;CATMA_EE6B8B19-0055-4D0C-88FD-F326D5C2799F
